atom_id,q2,q4,q6,q8,q10
6476,0.03543921239665679,0.06213075366646811,0.08677328170097068,0.04649193183365779,0.03223954069851694
6475,0.027838008510526802,0.0760319881400905,0.08979400840481165,0.036866491336541116,0.03653468269026596
6474,0.029283367368945767,0.08692245538058774,0.11583788122643349,0.0494253973358722,0.036360142319355686
6473,0.03700235466422206,0.10347845931157805,0.10315395400438086,0.038708739241758015,0.041219535903477274
8517,0.02075361434990017,0.0950215571676091,0.11956499328010615,0.04745579182396063,0.04670638344630362
8516,0.016617296309300433,0.09337722336263275,0.11578800158631102,0.03910729508999279,0.04697450356663109
1874,0.02051230705614426,0.10725371386202638,0.12398869650987084,0.049797833404484224,0.039198097241916474
6472,0.026780948210783376,0.11273965591165849,0.11644887584768596,0.04533646944984943,0.040934921563042286
1872,0.024836308920272596,0.10472835930726257,0.12449405892360087,0.04688798299977492,0.03846963737756305
6460,0.020364773965082905,0.05409092046652326,0.0884658252340964,0.031967617565601535,0.027432301653215772
6598,0.03922553728282944,0.08507273823207798,0.09213431494639521,0.04673909190991817,0.031353848505587506
1875,0.03147948680168937,0.09744576643727625,0.10532434951415728,0.04619982866612307,0.03695258121701034
1870,0.0214508365485403,0.09258717838168777,0.11901053062661378,0.04053359308025182,0.031019033331737528
1876,0.045957370653388036,0.07766110917080685,0.08544160713251979,0.03693435255098943,0.02876343535139568
6477,0.0349011596415115,0.07526185159906082,0.0814259780933685,0.04911262648205332,0.02775641564026949
8518,0.018621465080885108,0.08871006535889538,0.1162069521207402,0.04403999430366294,0.03639631760941177
6471,0.01886199528387747,0.11695077830158841,0.10910360599038443,0.04176723633537655,0.03823080077337613
3752,0.0366202555376894,0.09659525123679488,0.08397864502457396,0.045826251640595256,0.03446910948917812
5591,0.02583210203273029,0.07594543957899623,0.08332877432202217,0.04055106945612031,0.034159991888731776
5589,0.02602529068365588,0.0760433622561526,0.08060855450986815,0.03923752380165728,0.03292303333383036
1027,0.015171630911600877,0.07332866030848534,0.08188847562389483,0.04606319910986134,0.032526631984863476
1026,0.020746640020080944,0.0643108993172721,0.06979084243910608,0.044583348021973196,0.03098419042937253
1028,0.006855728766745029,0.08016376008141404,0.08012970253448858,0.04234878503541991,0.023574614386793268
5590,0.03501931275929952,0.06507251906333303,0.07665769342218688,0.040829655512356455,0.024055215251068778
1029,0.021159605186279424,0.06143815582333389,0.07570752184828254,0.04193234839657141,0.02446434996508701
1025,0.039282845874417105,0.046299169779152806,0.07989417638074611,0.04849851597712272,0.03831930139354343
5592,0.032412110254765536,0.06657368646821141,0.07110560698588532,0.03744938855677202,0.03227380928169893
1031,0.014466362560838737,0.07622189029852199,0.07892575329062132,0.047394370955553856,0.03379120347976208
5402,0.03222420190801525,0.08717080290516828,0.07106115609609945,0.03662958729481441,0.04041424574037934
3753,0.0386366750396331,0.12553210869641207,0.09305158613458966,0.05435226603136354,0.04908631748866514
1030,0.023928497627027468,0.07333920925577318,0.07573103657599213,0.05026589341673109,0.02732668904347469
912,0.03954305627233356,0.12516211207710842,0.07434792141479137,0.04664387005788329,0.045634350653947664
1867,0.03850830532232715,0.0664049287811219,0.06357299544307808,0.028280360487552333,0.03321770611133529
3764,0.02958623071563092,0.055941108077163,0.06754634760654303,0.04640136405154172,0.03851176573251821
8515,0.020606936967526985,0.10273211432968676,0.1304240144967641,0.045116442351586315,0.047990761505869915
8514,0.016879820793555485,0.10799843876798401,0.11257803196037186,0.040851528924825915,0.03858538803136305
5663,0.03887787152989085,0.09996710703812176,0.06979536463869711,0.040092852242304765,0.04169197146372629
8513,0.029544871840985497,0.10754412785470294,0.1152019247978061,0.04675613209199831,0.03886940381872275
5660,0.0400005241100793,0.0732060176270943,0.06511333255115523,0.04082926891028511,0.04055917418327965
5661,0.04784494414404874,0.0832366109874848,0.07174508093026112,0.03853822114439281,0.04327782850499324
5662,0.04181374879954339,0.08862348427044459,0.06621107265413713,0.04516417349461562,0.03902033354285578
7258,0.055292041746284736,0.07046811059000099,0.09003024669465232,0.03675642810296372,0.03691654873654926
8512,0.024822596620883746,0.104334802556671,0.11284464719180118,0.04472499562021657,0.03353158517454472
8511,0.03478005008366915,0.09030447132790474,0.10469861204951622,0.03869250142578077,0.03942759731301768
5658,0.026473488832579998,0.0685745970259365,0.06970332673315364,0.03475231141641478,0.03631524454580908
5659,0.029877888206527096,0.06838375198901317,0.06350290488780674,0.04243088565527056,0.039306532742251085
5664,0.047586024892727466,0.08843623992239118,0.07556949754790887,0.041386913425233644,0.036884625162467155
8510,0.03449913505073841,0.0944105819227567,0.11097125098344819,0.044069747129636024,0.04395645329755417
7259,0.05289367635954165,0.08228079191914027,0.09303910506876403,0.03959625898521748,0.03732563735498475
916,0.04749255696822986,0.08765471385065679,0.11474278049127411,0.06891803535364761,0.05542238466127013
1860,0.04984373416849614,0.07187089856868802,0.07473914552671096,0.044820763471412874,0.028771988491270474
1107,0.042846588850794134,0.07853196502708802,0.06691127667593608,0.033994906226531625,0.029554996538615857
5588,0.02812887545224626,0.08250398503039909,0.08910677067130594,0.031064709557765996,0.039557833073300804
5587,0.028344653137400852,0.06324330835923382,0.06989983739989084,0.034723540452065035,0.032923208710931066
6479,0.031243253921977777,0.0684126115616011,0.06771166786302736,0.04074909320285593,0.02246834917727969
1021,0.033081407243254445,0.071900389218754,0.06692176470536629,0.03316132773457324,0.02703151641548475
5586,0.02638812419702552,0.07273538289305927,0.06324883083112864,0.03394512382214043,0.03770641018754192
5583,0.03216676785133954,0.08818186248872492,0.04526356587180879,0.03400582213596167,0.036903848254235254
1024,0.0346428061754987,0.053987723790531725,0.0959673235567164,0.052966086604363534,0.02682943379419944
1022,0.034069522325309416,0.09893792598499065,0.0723917422892051,0.04655285327536688,0.038881653054892946
1023,0.055162332058895716,0.1019114633790195,0.08074357333139279,0.058842935872713185,0.05245724527498299
5585,0.02624936690979606,0.0789627565001019,0.05863046459830955,0.03807360572100605,0.033154419138228884
5584,0.03084200292846895,0.08797736222131705,0.06382149378628992,0.04618529426785001,0.04121170665942792
6478,0.03674341209117371,0.06602323754982745,0.06347832863330251,0.039954990769358184,0.023263209259298867
1020,0.02601557157734538,0.06818985273007759,0.05830620887265611,0.03573830675862018,0.029268995189894485
8508,0.03411612814985068,0.0823823783926946,0.10863062727948812,0.04840307426668181,0.04164718140321837
1868,0.04387363834129666,0.05868716491764119,0.07811998856403377,0.03288134847096346,0.03364696504578547
4968,0.03827142757880662,0.06380774177721989,0.061496223339468324,0.03256197581906485,0.035613749951397516
3765,0.03318528682462426,0.04755352555450864,0.06254298414190351,0.03691759684701755,0.03244905987214359
4966,0.06225223368892542,0.08925156684572175,0.05856423227089697,0.029052104105348153,0.04099540321389286
1866,0.030057719888130406,0.08246481330536483,0.0787719903566864,0.02929973786896464,0.02737940604603377
7253,0.03510816699688635,0.07016724799770613,0.07448472075698181,0.03474251691468922,0.03137044055775738
1865,0.03665441665680192,0.07881139125225488,0.07520106163055813,0.026201871487830874,0.029186481355325346
4967,0.04646754447825476,0.07151592149564126,0.07156039459648499,0.03170380969403525,0.03708937215474589
1862,0.05997506692101418,0.1251683068019549,0.06321062213768126,0.042377288778526166,0.030249548202542505
1863,0.039775757380340546,0.09440821731608212,0.07746929963224071,0.03798591288212649,0.029340676256798304
1864,0.04133785976299198,0.09706368466260468,0.08893079854455264,0.03896510031136144,0.02949738871447444
1861,0.06555754867703723,0.11069387639350477,0.06457634480949524,0.03695627079995879,0.02684728149643433
6470,0.009211465742099507,0.11291676666253592,0.10571349643114937,0.03496016202677388,0.03361550419321057
6469,0.037166246068696195,0.09162907173913516,0.08439032964351083,0.03483560070944059,0.025920086908434278
6468,0.02379575982748644,0.0857250241216228,0.07605480429698477,0.04177130350354947,0.02995522041352715
7248,0.035757948245843454,0.06968443068221265,0.060233682057830924,0.04353941641375532,0.03443752101920321
1873,0.04083865783062009,0.09254843758936779,0.11723899477741241,0.049541717240372776,0.03813656562719038
8519,0.026949303234080704,0.0773755834560028,0.10736885074582524,0.04595447089785945,0.038320210974179716
3761,0.024971047370630068,0.07408010232799887,0.08001048432415733,0.03628586716950786,0.040437526053299123
5666,0.030996510949012235,0.08649054446758823,0.06608817892216015,0.038115289619833646,0.04160432162704257
7250,0.03777414283990689,0.06774382053607006,0.08314947324781122,0.043911859122255106,0.03199687545620581
7252,0.02799453382621037,0.09665214306172372,0.07496075995163372,0.042036892639122685,0.03571696674881437
1113,0.031518091185066086,0.0618726000855372,0.06404415221280002,0.051029702085065076,0.03393523806659546
1108,0.0477634124021628,0.050790252405958754,0.06277537776427072,0.03178527155176894,0.01579957555772821
3756,0.038628296083720606,0.08383212080589267,0.08061721964365033,0.04344039679027687,0.02791297386586278
3757,0.027665974809275927,0.06426828076157481,0.07598423610526858,0.049209223202769506,0.027537249422438837
1111,0.02839256038986276,0.061345886314981175,0.060696748189442394,0.03713069150556046,0.026498298517448244
7251,0.03568446498102793,0.0815028055751424,0.08696552327378143,0.04745229918294789,0.03532443882276115
3754,0.05584295944873545,0.12016416833393687,0.08794237365013889,0.03650024588184572,0.02943800288288279
3755,0.047720893528431806,0.09468163829757459,0.07659009441758163,0.041825388116538756,0.025051402041289205
3758,0.02278587329499766,0.06883076159870942,0.07472880052911894,0.04301073105324586,0.025318319304452677
1110,0.038413432472094645,0.05884154761570786,0.06773324207249194,0.04395831260717157,0.020417539118768615
1112,0.029233223608756805,0.056698980641886366,0.07064321937093695,0.04655060257790132,0.034072801985357865
1109,0.029129345048112504,0.05606033483550473,0.06022129549852462,0.034786447267134944,0.02068908683880481
7249,0.03503094611059205,0.06098094407659354,0.07620166146401776,0.04970523957293602,0.035274448187811114
7254,0.0148427589512608,0.0843240992697884,0.07420502267156158,0.030524337340510497,0.03871214593673116
3759,0.021112531640836815,0.0656496650927635,0.0659205371603333,0.042473598229116054,0.03589664586914337
4965,0.06532148442211673,0.09613036620702849,0.051181879698131864,0.0369972055490687,0.047115740469598225
915,0.06652140603563074,0.09699900221233855,0.12011041588071106,0.06814750546097798,0.05289926063440378
8509,0.024771642464399092,0.09603062667750809,0.11267012287599923,0.045992956014217996,0.046282858937442765
6461,0.01851998386492181,0.06595230319128552,0.08612403889494936,0.03187559839928499,0.03511349876531774
6462,0.020379286123330738,0.07184263624534214,0.0820547149392584,0.03214568853520599,0.03589007584489478
6597,0.041590759447234366,0.08183120172721915,0.0773479543166599,0.036225136657647976,0.03798872078027117
6465,0.022765279110821962,0.08747072568481547,0.08155188352562913,0.031419355824447694,0.025988320762007598
6466,0.021211990028148362,0.09181738040968979,0.08690494384119192,0.030798552979920422,0.029728474456450937
6467,0.015809126147010473,0.0940005169573214,0.0965418292006085,0.04024630892141056,0.032484992823137535
6464,0.013142030699070828,0.08690123704530177,0.07634047842778743,0.03114385134603972,0.028905324484924142
6463,0.022730497373236534,0.0915330566385979,0.08822077439685855,0.033805608046027544,0.03231990580371571
3760,0.016695654153266043,0.07695254124617422,0.06349904299652283,0.03676961478738249,0.03765096187065911
7255,0.023111361279840304,0.08091522553041075,0.08093940565409577,0.03151440238209008,0.03463351077546633
908,0.02949826496254649,0.07701726799818959,0.08586399620668815,0.05136818734725634,0.05652306049185615
5582,0.04028961458800353,0.0905218496426641,0.04372969515491476,0.03499361158470312,0.0338897856122144
909,0.027800552667917578,0.07525424367942354,0.0836699417162607,0.04978082314046681,0.04264238421757567
1871,0.019940959775405283,0.08420357599187141,0.11605189931610735,0.04740566284114948,0.03126133327631762
3763,0.038252998825478314,0.06635668224741686,0.06668058086454139,0.04171641990192981,0.04042772210560202
911,0.038968149458629246,0.11103301978689117,0.08249195231129719,0.05273235272389657,0.042778048073420505
913,0.07769563713141053,0.14070067858306326,0.0935341454676253,0.06380026624870248,0.053438261611953614
914,0.05506320858299087,0.1294246460776902,0.1291921016549857,0.07197903897730161,0.059903747285390135
907,0.026643195501801657,0.06469556564284153,0.08289357627722796,0.0594936462795879,0.0496861063072673
910,0.03548566249978756,0.08106719121232853,0.07829408980554793,0.05230280165776824,0.0356746790644257
3762,0.028979810054221636,0.06722485429266321,0.07373717477937755,0.03999273208067953,0.03842429358879514
7256,0.037120358191905393,0.08353977619485556,0.09484989927694826,0.04046170484938585,0.03787289831456604
7257,0.0504452597145663,0.08463102961708126,0.10293156951485762,0.046307715825712706,0.03404034433317009
3751,0.019044744704020105,0.06481668467468382,0.06957924699248444,0.05707328889539959,0.02856514334348525
1114,0.027705840422319557,0.05489156868043647,0.06011006428474016,0.0494119270291636,0.037182491642732914
1877,0.051082537121292355,0.07041079024549357,0.07528817614581879,0.039148455323664295,0.027360412595049843
1878,0.040955975284865234,0.05681886899564448,0.06117965766735712,0.030781222608344736,0.029085392516780266
917,0.04128725352551995,0.10405335195704495,0.10796568778572764,0.058502814664925,0.046474351889256485
5415,0.04980406507033245,0.10209179611398606,0.054865055323942244,0.05191565283867523,0.04277433700808611
1869,0.018498380623937632,0.08313947405638147,0.10075147376046382,0.04246506224501806,0.028412401678526544
3589,0.044295446679861745,0.04122134700020538,0.07172116797095919,0.0412647233604934,0.03257907946024221
7260,0.04092328591371751,0.07930449562292856,0.08555433994300307,0.04610990819255032,0.036786541117398944
612,0.014238505249065303,0.041647092933643014,0.05804211301190213,0.03344326987041723,0.02974535085493829
2634,0.0252998149660527,0.07159232980121621,0.08372369829588618,0.03861033931035949,0.02884240062701834
2635,0.031009901423087734,0.08034202734400311,0.09114513695365555,0.039931102725922714,0.034493066428290975
2633,0.015095240102423886,0.07829777050855949,0.0765333988820663,0.04146868645180367,0.037462827378531766
2632,0.03267123838803206,0.08073006782917752,0.06607916342874058,0.040174044343519406,0.03884834364095184
2636,0.04457734775352554,0.06215847949681494,0.08345893236628901,0.038071053391739676,0.02643157461717846
3654,0.040290324143083145,0.07509856938258386,0.10740932006287524,0.04659538906415257,0.03133134740197193
3152,0.03332183349204084,0.08282260826196314,0.10436667567860551,0.046943149769934384,0.038280168624606245
2631,0.04175363508420488,0.09289510330406205,0.060621932731695735,0.038911236008863925,0.037328832486738316
1153,0.03418307934602514,0.07465439846676358,0.07739002100741653,0.03637140664335972,0.03014188376744759
6458,0.026799760924749748,0.03714107799716932,0.07576029745597343,0.025697986639183146,0.0213567632016277
1154,0.03297325615050905,0.08286613212960042,0.08299063379204984,0.03422646678905176,0.027043800626900674
1156,0.040552631293207984,0.09659163669966903,0.09351614016756171,0.03695974112372733,0.024447183359348184
4458,0.018011494998492267,0.12794379464338862,0.18445641465717738,0.07149919278858172,0.06607585533809822
1216,0.04412550264465505,0.05748459570035009,0.07773488250676812,0.05502081702533317,0.037191577557432506
7777,0.024146677052383988,0.06955946810132065,0.10150660294080138,0.04634366674974165,0.04166621497289105
1206,0.029112692052128457,0.14319276535284753,0.17626244307361635,0.08012794075927557,0.06925404775696338
7488,0.028638942557465994,0.11859762622235995,0.18487827164059378,0.058360763930793,0.04118608664654937
2639,0.044096114249038816,0.11836138269949392,0.11314042836359285,0.04342510558109515,0.03768393948267055
1297,0.0150005763998412,0.12010706366230274,0.16759310510849318,0.07954293274195251,0.05709761299865848
7491,0.03151041130751865,0.09649347444361889,0.16263117029558105,0.04530353490878889,0.03190670384850427
1151,0.04088153305092757,0.05320990151201194,0.0636686344926278,0.04567595146184596,0.03618519291212916
3578,0.037860171312537695,0.09934946105732516,0.06405889041594164,0.047132816824334726,0.03746440498797751
1146,0.04376041342451157,0.08832945637293264,0.07827558826985029,0.04166797646520265,0.04438455157671529
2630,0.044267443438502994,0.09167022232561911,0.081873538913574,0.04723909196788605,0.045697645698259334
1148,0.020327660528109692,0.08148372460174384,0.08341604247659262,0.042556926515091936,0.03910228161191266
2628,0.029323056170833323,0.0834847174089139,0.09253585448744049,0.04133391878833546,0.042692393510697334
1149,0.0324066926580464,0.06060249131072767,0.08568976719710021,0.05478586217473205,0.04599789011655278
1150,0.031087146050398827,0.058959653699472085,0.08695664015906207,0.049676918994658745,0.041925904059404315
2627,0.025661231488628304,0.08708761310639136,0.10223592911579461,0.03003595543546114,0.03544787968406209
1147,0.042380498195212994,0.08982671163975328,0.0755611000951436,0.0469322794622465,0.038593133730106574
7492,0.017957088022539723,0.07219671786169111,0.1293895077902102,0.040798616624870034,0.02870477670988649
1145,0.04007941961556844,0.08466739525860428,0.07792710850219779,0.04055941824985471,0.042426967387176884
1217,0.034284279743802624,0.0567339766716151,0.07339748926320727,0.05696859521543239,0.04352621128730858
2629,0.033065041020828585,0.09709229859185084,0.09041479402703004,0.047716550047305226,0.04849755289070729
2626,0.027845924736996167,0.09622697533328252,0.11526067158599558,0.034429510974749784,0.04470442814459973
2625,0.0451628485876277,0.0940764298988854,0.12049541335811555,0.03749280222472699,0.04136024497484346
7479,0.02470614126332853,0.0790443531872715,0.10283297747631831,0.03819170643717897,0.029249447282020943
1152,0.03495772354268731,0.04957659715438035,0.06897537861093801,0.03807245000137121,0.02870208866096742
1157,0.043724500586486,0.09223404485385636,0.09549226655968843,0.0452865110116704,0.028844904327601183
4588,0.03904298156393351,0.055578551546828385,0.07825325303786397,0.04222439626539172,0.03632086281715218
6455,0.0409771067651109,0.0771207131142902,0.09327844669123268,0.04900446565171796,0.031136547723040836
1214,0.021274884505537994,0.07093875048890332,0.09058206789129983,0.056678284665988996,0.038944737592523176
1215,0.03276861066236374,0.06962250620270974,0.08822181563732709,0.04987946397805255,0.03905845144391909
6454,0.03901633248485066,0.09235351702027522,0.08901938121500325,0.055894063684469156,0.037473207356020444
6453,0.02626110891564622,0.07916415431838383,0.08456225544904078,0.06079898367805348,0.03994483210240704
6451,0.014514580963255166,0.08251010357182208,0.08361374569537565,0.06621661545049641,0.036635316325017916
6452,0.01642615710239284,0.08553691730964492,0.08939034181289417,0.06538765448952917,0.038170968917236016
6456,0.0328831856218751,0.05201350354719437,0.08645743180672177,0.03274225074519959,0.022977482430355172
7480,0.02589979118813893,0.09567874552042474,0.1078914974555596,0.03836015630943458,0.03411499981128081
4455,0.015967398348664747,0.11977990411287673,0.21469595473788916,0.07683729299452677,0.05282077095803178
3153,0.02843475426137847,0.10782434762535348,0.13431285094685605,0.059769839712593996,0.043822308002183126
901,0.029174208739917152,0.05492462487536241,0.08487215290223579,0.044512818319791016,0.04297460730761787
1291,0.016057622621401483,0.14018940105555805,0.23700501985360523,0.08848642302758823,0.06472531415225462
3664,0.024975109649649618,0.0742010626738376,0.08381222562899816,0.043442608496520624,0.035686378284592514
6459,0.024003644308304904,0.04250807372997009,0.07150099528631229,0.03170250080787956,0.02545678171918324
6457,0.03453565318230538,0.05457813430104625,0.07507439238528127,0.02808766703599746,0.023432799978782715
3586,0.05977849216067647,0.06523784905714197,0.06844433222293184,0.028424512151181757,0.0268627295721316
905,0.02920203895879793,0.0987504574444542,0.09314464996112433,0.056772603776555096,0.055921642007212204
3587,0.042595115443923026,0.06474049942028876,0.07100082164291822,0.03528856357131232,0.02515710123972781
902,0.0228276731886911,0.06170892465756481,0.07453686222518328,0.04252049074669848,0.04406980452124201
7481,0.05278088819714521,0.08228294846758716,0.10785295225611885,0.038672220186093106,0.04017302988643362
3584,0.07893538436525291,0.10054387964033866,0.07621774467544355,0.03528401472366489,0.04031725791156632
903,0.02146166093419442,0.08383471049330277,0.06479042578041852,0.03565924302425776,0.04231187007117026
3585,0.060869148703382794,0.09128154539714942,0.06503310595959465,0.02466165971097829,0.03944113389230125
3583,0.08190742212230542,0.10230623466617368,0.08178220820261925,0.02981348390332559,0.0339656653351653
3581,0.04940238550677661,0.10134707517822349,0.07388794635071662,0.04650321330824953,0.04188426741565154
3582,0.058371751006240216,0.1002442280334482,0.09318205126067362,0.044452607468151134,0.03498598201766169
904,0.017816952553954882,0.10003589892920979,0.07699753193776251,0.040753050421958904,0.04145062108865667
7482,0.04403914165727042,0.08721224699605531,0.0822396665717514,0.03689170511652705,0.03968879803746945
3580,0.05123408707716704,0.09908611038936307,0.07602722189328401,0.04799215753802413,0.0375167510100691
7483,0.0232335608821582,0.08967413837613505,0.09779308971937778,0.03609084610967798,0.03787824074071964
1159,0.018426143079259598,0.060682475246566794,0.09123730705998565,0.040588665948354134,0.03954691732578457
4452,0.025676571778807205,0.12622226407866513,0.2112138182200381,0.06583150478277287,0.040897184776363824
5267,0.032773711210527225,0.1287120660997132,0.24781542178611327,0.07692501533149465,0.04951081626537682
4453,0.024333966217918914,0.12759692119694874,0.22448787895866726,0.07421922485177429,0.045486226710115804
3298,0.058479009489420704,0.09903078090666162,0.11920510354614122,0.06040118592844842,0.060990957132231245
4589,0.027767742546909047,0.0700239180244223,0.07620951111302349,0.043458490913940155,0.037006725560926865
4590,0.027526563624615225,0.06718467482464532,0.07522468813650143,0.043610086798554826,0.04067160529075962
3299,0.05777497544663015,0.09276364443523455,0.11118221460008336,0.054434357306208984,0.06487015481157594
4591,0.02939997410437707,0.07580055601184625,0.08098760262239862,0.0517214337030521,0.03987766607106702
4592,0.015898118424254728,0.07496772127957581,0.07706263611954932,0.05364527729114787,0.04458743380270901
3300,0.026383709370495355,0.09599469083824835,0.11581110049074687,0.05745026544855547,0.07525425293965747
4451,0.03250491741737721,0.12587649148041238,0.22525050528440474,0.0723083217625562,0.041719118272697225
4593,0.027081485928362684,0.07825115298381914,0.09403746415970987,0.06131951665771026,0.05029216118372933
1209,0.011962926316678772,0.10059622691504833,0.1484269676028061,0.06889490473622487,0.047225502368897096
1208,0.02257835672163638,0.1318786764280961,0.17273960397294608,0.08063974872315963,0.06209557019632735
7489,0.02375940831324864,0.11723040372886365,0.1818384173864294,0.05633166726314136,0.038565548960064845
4454,0.020353160196989527,0.1255246385447833,0.20455949437404425,0.06532968817126317,0.04330049585130499
2637,0.04835003882888825,0.07578160043204586,0.12979966462716114,0.056554829896120734,0.0515303378139
7484,0.023414697420329273,0.09683593800253522,0.11911261020554,0.041688678961148785,0.03846855597431078
1158,0.024021614503561595,0.10110117513329585,0.08898594950567525,0.045133889954533817,0.03217952107838894
1155,0.026637183612158045,0.08527078073262827,0.09349099423001958,0.034133558799752474,0.03363173065115073
4594,0.02941808166412844,0.0830413759697185,0.0976109290874849,0.050912814264525603,0.044746701245979334
2624,0.03952901621006445,0.07731278851647923,0.08837469507023255,0.03798728840906688,0.035828930374477014
1207,0.01830026346515161,0.11365052545205988,0.1600503247801239,0.07382712324331796,0.052284318701475284
4598,0.026794564989629475,0.07787029337149019,0.08299507372654288,0.03676972074123458,0.03521876505866275
4597,0.027792608649134385,0.08514693676484704,0.11444877599972701,0.0313573957823561,0.03696827158021193
4595,0.03854358744752218,0.08250219935318454,0.10707059589495337,0.050889825473554064,0.04811350149234855
4596,0.03741988752119848,0.09678412036569682,0.10652838127836894,0.04211605589664949,0.03847809220381962
7490,0.018940091269748337,0.1128831744000694,0.18934996226233228,0.058769253080039385,0.04031941112863852
7478,0.018352224749315405,0.09098839790198782,0.13701363775584857,0.032806440619764426,0.028711736330051585
